rental_id;rental_date;inventory_id;customer_id;first_name;last_name;email
314;26-05-2005 23:09;2851;203;Tara;Ryan;tara.ryan@sakilacustomer.org
315;26-05-2005 23:12;2847;238;Nellie;Garrett;nellie.garrett@sakilacustomer.org
316;26-05-2005 23:22;3828;249;Dora;Medina;dora.medina@sakilacustomer.org
317;26-05-2005 23:23;26;391;Clarence;Gamez;clarence.gamez@sakilacustomer.org
318;26-05-2005 23:37;2559;60;Mildred;Bailey;mildred.bailey@sakilacustomer.org
319;26-05-2005 23:52;3024;77;Jane;Bennett;jane.bennett@sakilacustomer.org
320;27-05-2005 0:09;1090;2;Patricia;Johnson;patricia.johnson@sakilacustomer.org
322;27-05-2005 0:47;4556;496;Tyler;Wren;tyler.wren@sakilacustomer.org
323;27-05-2005 0:49;2362;144;Clara;Shaw;clara.shaw@sakilacustomer.org
324;27-05-2005 1:00;3364;292;Misty;Lambert;misty.lambert@sakilacustomer.org
325;27-05-2005 1:09;2510;449;Oscar;Aquino;oscar.aquino@sakilacustomer.org
326;27-05-2005 1:10;3979;432;Edwin;Burk;edwin.burk@sakilacustomer.org
327;27-05-2005 1:18;2678;105;Dawn;Sullivan;dawn.sullivan@sakilacustomer.org
328;27-05-2005 1:29;2524;451;Jim;Rea;jim.rea@sakilacustomer.org
329;27-05-2005 1:57;2659;231;Georgia;Jacobs;georgia.jacobs@sakilacustomer.org
330;27-05-2005 2:15;1536;248;Caroline;Bowman;caroline.bowman@sakilacustomer.org
331;27-05-2005 2:22;1872;67;Kelly;Torres;kelly.torres@sakilacustomer.org
332;27-05-2005 2:27;1529;299;James;Gannon;james.gannon@sakilacustomer.org
333;27-05-2005 2:52;4001;412;Allen;Butterfield;allen.butterfield@sakilacustomer.org
334;27-05-2005 3:03;3973;194;Kristen;Chavez;kristen.chavez@sakilacustomer.org
335;27-05-2005 3:07;1411;16;Sandra;Martin;sandra.martin@sakilacustomer.org
336;27-05-2005 3:15;1811;275;Carole;Barnett;carole.barnett@sakilacustomer.org
337;27-05-2005 3:22;751;19;Ruth;Martinez;ruth.martinez@sakilacustomer.org
338;27-05-2005 3:42;2596;165;Lorraine;Stephens;lorraine.stephens@sakilacustomer.org
339;27-05-2005 3:47;2410;516;Elmer;Noe;elmer.noe@sakilacustomer.org
340;27-05-2005 3:55;946;209;Tonya;Chapman;tonya.chapman@sakilacustomer.org
341;27-05-2005 4:01;4168;56;Gloria;Cook;gloria.cook@sakilacustomer.org
342;27-05-2005 4:11;4019;539;Mathew;Bolin;mathew.bolin@sakilacustomer.org
343;27-05-2005 4:13;3301;455;Jon;Wiles;jon.wiles@sakilacustomer.org
344;27-05-2005 4:30;2327;236;Marcia;Dean;marcia.dean@sakilacustomer.org
345;27-05-2005 4:32;1396;144;Clara;Shaw;clara.shaw@sakilacustomer.org
346;27-05-2005 4:34;4319;14;Betty;White;betty.white@sakilacustomer.org
347;27-05-2005 4:40;1625;378;Eugene;Culpepper;eugene.culpepper@sakilacustomer.org
348;27-05-2005 4:50;1825;473;Jorge;Olivares;jorge.olivares@sakilacustomer.org
349;27-05-2005 4:53;2920;36;Kathleen;Adams;kathleen.adams@sakilacustomer.org
350;27-05-2005 5:01;2756;9;Margaret;Moore;margaret.moore@sakilacustomer.org
351;27-05-2005 5:39;3371;118;Kim;Cruz;kim.cruz@sakilacustomer.org
352;27-05-2005 5:48;4369;157;Darlene;Rose;darlene.rose@sakilacustomer.org
353;27-05-2005 6:03;3989;503;Angel;Barclay;angel.barclay@sakilacustomer.org
354;27-05-2005 6:12;2058;452;Tom;Milner;tom.milner@sakilacustomer.org
355;27-05-2005 6:15;141;446;Theodore;Culp;theodore.culp@sakilacustomer.org
356;27-05-2005 6:32;2868;382;Victor;Barkley;victor.barkley@sakilacustomer.org
357;27-05-2005 6:37;4417;198;Elsie;Kelley;elsie.kelley@sakilacustomer.org
358;27-05-2005 6:43;1925;102;Crystal;Ford;crystal.ford@sakilacustomer.org
359;27-05-2005 6:48;1156;152;Alicia;Mills;alicia.mills@sakilacustomer.org
360;27-05-2005 6:51;3489;594;Eduardo;Hiatt;eduardo.hiatt@sakilacustomer.org
361;27-05-2005 7:03;6;587;Sergio;Stanfield;sergio.stanfield@sakilacustomer.org
362;27-05-2005 7:10;2324;147;Joanne;Robertson;joanne.robertson@sakilacustomer.org
363;27-05-2005 7:14;4282;345;Carl;Artis;carl.artis@sakilacustomer.org
364;27-05-2005 7:20;833;430;Ray;Houle;ray.houle@sakilacustomer.org
365;27-05-2005 7:31;2887;167;Sally;Pierce;sally.pierce@sakilacustomer.org
366;27-05-2005 7:33;360;134;Emma;Boyd;emma.boyd@sakilacustomer.org
367;27-05-2005 7:37;3437;439;Alexander;Fennell;alexander.fennell@sakilacustomer.org
368;27-05-2005 7:42;1247;361;Lawrence;Lawton;lawrence.lawton@sakilacustomer.org
369;27-05-2005 7:46;944;508;Milton;Howland;milton.howland@sakilacustomer.org
370;27-05-2005 7:49;3347;22;Laura;Rodriguez;laura.rodriguez@sakilacustomer.org
371;27-05-2005 8:08;1235;295;Daisy;Bates;daisy.bates@sakilacustomer.org
372;27-05-2005 8:13;4089;510;Ben;Easter;ben.easter@sakilacustomer.org
373;27-05-2005 8:16;1649;464;Jerome;Kenyon;jerome.kenyon@sakilacustomer.org
374;27-05-2005 8:26;4420;337;Jerry;Jordon;jerry.jordon@sakilacustomer.org
375;27-05-2005 8:49;1815;306;Charles;Kowalski;charles.kowalski@sakilacustomer.org
376;27-05-2005 8:58;3197;542;Lonnie;Tirado;lonnie.tirado@sakilacustomer.org
377;27-05-2005 9:04;3012;170;Beatrice;Arnold;beatrice.arnold@sakilacustomer.org
378;27-05-2005 9:23;2242;53;Heather;Morris;heather.morris@sakilacustomer.org
379;27-05-2005 9:25;3462;584;Salvador;Teel;salvador.teel@sakilacustomer.org
380;27-05-2005 9:34;1777;176;June;Carroll;june.carroll@sakilacustomer.org
381;27-05-2005 9:43;2748;371;Billy;Poulin;billy.poulin@sakilacustomer.org
382;27-05-2005 10:12;4358;183;Ida;Andrews;ida.andrews@sakilacustomer.org
383;27-05-2005 10:12;955;298;Erika;Pena;erika.pena@sakilacustomer.org
384;27-05-2005 10:18;910;371;Billy;Poulin;billy.poulin@sakilacustomer.org
385;27-05-2005 10:23;1565;213;Gina;Williamson;gina.williamson@sakilacustomer.org
386;27-05-2005 10:26;1288;109;Edna;West;edna.west@sakilacustomer.org
387;27-05-2005 10:35;2684;506;Leslie;Seward;leslie.seward@sakilacustomer.org
388;27-05-2005 10:37;434;28;Cynthia;Young;cynthia.young@sakilacustomer.org
389;27-05-2005 10:45;691;500;Reginald;Kinder;reginald.kinder@sakilacustomer.org
390;27-05-2005 11:02;3759;48;Ann;Evans;ann.evans@sakilacustomer.org
391;27-05-2005 11:03;2193;197;Sue;Peters;sue.peters@sakilacustomer.org
392;27-05-2005 11:14;263;359;Willie;Markham;willie.markham@sakilacustomer.org
393;27-05-2005 11:18;145;251;Vickie;Brewer;vickie.brewer@sakilacustomer.org
394;27-05-2005 11:26;1890;274;Naomi;Jennings;naomi.jennings@sakilacustomer.org
395;27-05-2005 11:45;752;575;Isaac;Oglesby;isaac.oglesby@sakilacustomer.org
396;27-05-2005 11:47;1020;112;Rosa;Reynolds;rosa.reynolds@sakilacustomer.org
397;27-05-2005 12:29;4193;544;Cody;Nolen;cody.nolen@sakilacustomer.org
398;27-05-2005 12:44;1686;422;Melvin;Ellington;melvin.ellington@sakilacustomer.org
399;27-05-2005 12:48;553;204;Rosemary;Schmidt;rosemary.schmidt@sakilacustomer.org
400;27-05-2005 12:51;258;249;Dora;Medina;dora.medina@sakilacustomer.org
401;27-05-2005 12:57;2179;46;Catherine;Campbell;catherine.campbell@sakilacustomer.org
402;27-05-2005 13:17;461;354;Justin;Ngo;justin.ngo@sakilacustomer.org
403;27-05-2005 13:28;3983;424;Kyle;Spurlock;kyle.spurlock@sakilacustomer.org
404;27-05-2005 13:31;1293;168;Regina;Berry;regina.berry@sakilacustomer.org
405;27-05-2005 13:32;4090;272;Kay;Caldwell;kay.caldwell@sakilacustomer.org
406;27-05-2005 13:46;2136;381;Bobby;Boudreau;bobby.boudreau@sakilacustomer.org
407;27-05-2005 13:57;1077;44;Marie;Turner;marie.turner@sakilacustomer.org
408;27-05-2005 13:57;1438;84;Sara;Perry;sara.perry@sakilacustomer.org
409;27-05-2005 14:10;3652;220;Charlene;Alvarez;charlene.alvarez@sakilacustomer.org
410;27-05-2005 14:11;4010;506;Leslie;Seward;leslie.seward@sakilacustomer.org
411;27-05-2005 14:14;1434;388;Craig;Morrell;craig.morrell@sakilacustomer.org
412;27-05-2005 14:17;1400;375;Aaron;Selby;aaron.selby@sakilacustomer.org
413;27-05-2005 14:45;3516;307;Joseph;Joy;joseph.joy@sakilacustomer.org
414;27-05-2005 14:48;1019;219;Willie;Howell;willie.howell@sakilacustomer.org
415;27-05-2005 14:51;3698;304;David;Royal;david.royal@sakilacustomer.org
416;27-05-2005 15:02;2371;222;Delores;Hansen;delores.hansen@sakilacustomer.org
417;27-05-2005 15:07;2253;475;Pedro;Chestnut;pedro.chestnut@sakilacustomer.org
418;27-05-2005 15:13;3063;151;Megan;Palmer;megan.palmer@sakilacustomer.org
419;27-05-2005 15:15;2514;77;Jane;Bennett;jane.bennett@sakilacustomer.org
420;27-05-2005 15:19;619;93;Phyllis;Foster;phyllis.foster@sakilacustomer.org
421;27-05-2005 15:30;2985;246;Marian;Mendoza;marian.mendoza@sakilacustomer.org
422;27-05-2005 15:31;1152;150;Danielle;Daniels;danielle.daniels@sakilacustomer.org
423;27-05-2005 15:32;1783;284;Sonia;Gregory;sonia.gregory@sakilacustomer.org
424;27-05-2005 15:34;2815;35;Virginia;Green;virginia.green@sakilacustomer.org
425;27-05-2005 15:51;1518;182;Renee;Lane;renee.lane@sakilacustomer.org
426;27-05-2005 15:56;1103;522;Arnold;Havens;arnold.havens@sakilacustomer.org
427;27-05-2005 16:10;1677;288;Bobbie;Craig;bobbie.craig@sakilacustomer.org
428;27-05-2005 16:10;3349;161;Geraldine;Perkins;geraldine.perkins@sakilacustomer.org
429;27-05-2005 16:21;129;498;Gene;Sanborn;gene.sanborn@sakilacustomer.org
430;27-05-2005 16:22;1920;190;Yolanda;Weaver;yolanda.weaver@sakilacustomer.org
431;27-05-2005 16:31;4507;334;Raymond;Mcwhorter;raymond.mcwhorter@sakilacustomer.org
432;27-05-2005 16:40;1119;46;Catherine;Campbell;catherine.campbell@sakilacustomer.org
433;27-05-2005 16:40;4364;574;Julian;Vest;julian.vest@sakilacustomer.org
434;27-05-2005 16:54;3360;246;Marian;Mendoza;marian.mendoza@sakilacustomer.org
435;27-05-2005 17:17;3328;3;Linda;Williams;linda.williams@sakilacustomer.org
436;27-05-2005 17:21;4317;267;Margie;Wade;margie.wade@sakilacustomer.org
437;27-05-2005 17:47;1800;525;Adrian;Clary;adrian.clary@sakilacustomer.org
438;27-05-2005 17:52;4260;249;Dora;Medina;dora.medina@sakilacustomer.org
439;27-05-2005 17:54;354;319;Ronald;Weiner;ronald.weiner@sakilacustomer.org
440;27-05-2005 18:00;4452;314;George;Linton;george.linton@sakilacustomer.org
441;27-05-2005 18:11;1578;54;Teresa;Rogers;teresa.rogers@sakilacustomer.org
442;27-05-2005 18:12;1457;403;Mike;Way;mike.way@sakilacustomer.org
443;27-05-2005 18:35;2021;547;Kurt;Emmons;kurt.emmons@sakilacustomer.org
444;27-05-2005 18:39;723;239;Minnie;Romero;minnie.romero@sakilacustomer.org
445;27-05-2005 18:42;1757;293;Mae;Fletcher;mae.fletcher@sakilacustomer.org
446;27-05-2005 18:48;1955;401;Tony;Carranza;tony.carranza@sakilacustomer.org
447;27-05-2005 18:57;3890;133;Pauline;Henry;pauline.henry@sakilacustomer.org
448;27-05-2005 19:03;2671;247;Stella;Moreno;stella.moreno@sakilacustomer.org
449;27-05-2005 19:13;2469;172;Bernice;Willis;bernice.willis@sakilacustomer.org
450;27-05-2005 19:18;1343;247;Stella;Moreno;stella.moreno@sakilacustomer.org
451;27-05-2005 19:27;205;87;Wanda;Patterson;wanda.patterson@sakilacustomer.org
452;27-05-2005 19:30;2993;127;Elaine;Stevens;elaine.stevens@sakilacustomer.org
453;27-05-2005 19:31;4425;529;Erik;Guillen;erik.guillen@sakilacustomer.org
454;27-05-2005 19:31;3499;575;Isaac;Oglesby;isaac.oglesby@sakilacustomer.org
455;27-05-2005 19:43;3344;343;Douglas;Graf;douglas.graf@sakilacustomer.org
456;27-05-2005 19:50;1699;92;Tina;Simmons;tina.simmons@sakilacustomer.org
457;27-05-2005 19:52;2368;300;John;Farnsworth;john.farnsworth@sakilacustomer.org
458;27-05-2005 19:58;3350;565;Jaime;Nettles;jaime.nettles@sakilacustomer.org
459;27-05-2005 20:00;597;468;Tim;Cary;tim.cary@sakilacustomer.org
460;27-05-2005 20:02;4238;240;Marlene;Welch;marlene.welch@sakilacustomer.org
461;27-05-2005 20:08;2077;447;Clifford;Bowens;clifford.bowens@sakilacustomer.org
462;27-05-2005 20:10;2314;364;Benjamin;Varney;benjamin.varney@sakilacustomer.org
463;27-05-2005 20:11;826;21;Michelle;Clark;michelle.clark@sakilacustomer.org
464;27-05-2005 20:42;1313;193;Katie;Elliott;katie.elliott@sakilacustomer.org
465;27-05-2005 20:44;20;261;Deanna;Byrd;deanna.byrd@sakilacustomer.org
466;27-05-2005 20:57;1786;442;Leroy;Bustamante;leroy.bustamante@sakilacustomer.org
467;27-05-2005 21:10;339;557;Felix;Gaffney;felix.gaffney@sakilacustomer.org
468;27-05-2005 21:13;2656;101;Peggy;Myers;peggy.myers@sakilacustomer.org
469;27-05-2005 21:14;4463;154;Michele;Grant;michele.grant@sakilacustomer.org
470;27-05-2005 21:17;1613;504;Nathaniel;Adam;nathaniel.adam@sakilacustomer.org
471;27-05-2005 21:32;2872;209;Tonya;Chapman;tonya.chapman@sakilacustomer.org
472;27-05-2005 21:36;1338;528;Claude;Herzog;claude.herzog@sakilacustomer.org
473;27-05-2005 21:36;802;105;Dawn;Sullivan;dawn.sullivan@sakilacustomer.org
474;27-05-2005 22:11;1474;274;Naomi;Jennings;naomi.jennings@sakilacustomer.org
475;27-05-2005 22:16;2520;159;Jill;Hawkins;jill.hawkins@sakilacustomer.org
476;27-05-2005 22:31;2451;543;Lance;Pemberton;lance.pemberton@sakilacustomer.org
477;27-05-2005 22:33;2437;161;Geraldine;Perkins;geraldine.perkins@sakilacustomer.org
478;27-05-2005 22:38;424;557;Felix;Gaffney;felix.gaffney@sakilacustomer.org
479;27-05-2005 22:39;2060;231;Georgia;Jacobs;georgia.jacobs@sakilacustomer.org
480;27-05-2005 22:47;2108;220;Charlene;Alvarez;charlene.alvarez@sakilacustomer.org
481;27-05-2005 22:49;72;445;Micheal;Forman;micheal.forman@sakilacustomer.org
482;27-05-2005 22:53;4178;546;Kelly;Knott;kelly.knott@sakilacustomer.org
483;27-05-2005 23:00;1510;32;Amy;Lopez;amy.lopez@sakilacustomer.org
484;27-05-2005 23:26;3115;491;Rick;Mattox;rick.mattox@sakilacustomer.org
485;27-05-2005 23:40;2392;105;Dawn;Sullivan;dawn.sullivan@sakilacustomer.org
486;27-05-2005 23:51;1822;398;Antonio;Meek;antonio.meek@sakilacustomer.org
487;28-05-2005 0:00;3774;569;Dave;Gardiner;dave.gardiner@sakilacustomer.org
488;28-05-2005 0:07;393;168;Regina;Berry;regina.berry@sakilacustomer.org
489;28-05-2005 0:09;1940;476;Derrick;Bourque;derrick.bourque@sakilacustomer.org
490;28-05-2005 0:09;3524;95;Paula;Bryant;paula.bryant@sakilacustomer.org
491;28-05-2005 0:13;1326;196;Alma;Austin;alma.austin@sakilacustomer.org
492;28-05-2005 0:24;1999;228;Allison;Stanley;allison.stanley@sakilacustomer.org
493;28-05-2005 0:34;184;501;Ruben;Geary;ruben.geary@sakilacustomer.org
494;28-05-2005 0:39;1850;64;Judith;Cox;judith.cox@sakilacustomer.org
495;28-05-2005 0:40;1007;526;Karl;Seal;karl.seal@sakilacustomer.org
496;28-05-2005 0:43;1785;56;Gloria;Cook;gloria.cook@sakilacustomer.org
497;28-05-2005 0:54;2636;20;Sharon;Robinson;sharon.robinson@sakilacustomer.org
498;28-05-2005 1:01;458;287;Becky;Miles;becky.miles@sakilacustomer.org
499;28-05-2005 1:05;2381;199;Beth;Franklin;beth.franklin@sakilacustomer.org
500;28-05-2005 1:05;4500;145;Lucille;Holmes;lucille.holmes@sakilacustomer.org
501;28-05-2005 1:09;601;162;Lauren;Hudson;lauren.hudson@sakilacustomer.org
502;28-05-2005 1:34;3131;179;Dana;Hart;dana.hart@sakilacustomer.org
503;28-05-2005 1:35;3005;288;Bobbie;Craig;bobbie.craig@sakilacustomer.org
504;28-05-2005 2:05;2086;170;Beatrice;Arnold;beatrice.arnold@sakilacustomer.org
505;28-05-2005 2:06;71;111;Carmen;Owens;carmen.owens@sakilacustomer.org
506;28-05-2005 2:09;667;469;Wesley;Bull;wesley.bull@sakilacustomer.org
507;28-05-2005 2:31;3621;421;Lee;Hawks;lee.hawks@sakilacustomer.org
508;28-05-2005 2:40;4179;434;Eddie;Tomlin;eddie.tomlin@sakilacustomer.org
509;28-05-2005 2:51;3416;147;Joanne;Robertson;joanne.robertson@sakilacustomer.org
510;28-05-2005 2:52;4338;113;Cindy;Fisher;cindy.fisher@sakilacustomer.org
511;28-05-2005 3:04;3827;296;Ramona;Hale;ramona.hale@sakilacustomer.org
512;28-05-2005 3:07;2176;231;Georgia;Jacobs;georgia.jacobs@sakilacustomer.org
513;28-05-2005 3:08;225;489;Ricardo;Meador;ricardo.meador@sakilacustomer.org
514;28-05-2005 3:09;1697;597;Freddie;Duggan;freddie.duggan@sakilacustomer.org
515;28-05-2005 3:10;3369;110;Tiffany;Jordan;tiffany.jordan@sakilacustomer.org
516;28-05-2005 3:11;4357;400;Bryan;Hardison;bryan.hardison@sakilacustomer.org
517;28-05-2005 3:17;234;403;Mike;Way;mike.way@sakilacustomer.org
518;28-05-2005 3:18;4087;480;Corey;Hauser;corey.hauser@sakilacustomer.org
519;28-05-2005 3:22;3564;245;Courtney;Day;courtney.day@sakilacustomer.org
520;28-05-2005 3:27;3845;161;Geraldine;Perkins;geraldine.perkins@sakilacustomer.org
521;28-05-2005 3:32;2397;374;Jeremy;Hurtado;jeremy.hurtado@sakilacustomer.org
522;28-05-2005 3:33;3195;382;Victor;Barkley;victor.barkley@sakilacustomer.org
523;28-05-2005 3:53;1905;138;Hazel;Warren;hazel.warren@sakilacustomer.org
524;28-05-2005 3:57;1962;223;Melinda;Fernandez;melinda.fernandez@sakilacustomer.org
525;28-05-2005 4:25;1817;14;Betty;White;betty.white@sakilacustomer.org
526;28-05-2005 4:27;1387;408;Manuel;Murrell;manuel.murrell@sakilacustomer.org
527;28-05-2005 4:28;266;169;Erica;Matthews;erica.matthews@sakilacustomer.org
528;28-05-2005 4:30;1655;359;Willie;Markham;willie.markham@sakilacustomer.org
529;28-05-2005 4:34;2624;469;Wesley;Bull;wesley.bull@sakilacustomer.org
530;28-05-2005 5:13;3332;312;Mark;Rinehart;mark.rinehart@sakilacustomer.org
531;28-05-2005 5:23;1113;589;Tracy;Herrmann;tracy.herrmann@sakilacustomer.org
532;28-05-2005 5:36;2793;120;Sylvia;Ortiz;sylvia.ortiz@sakilacustomer.org
533;28-05-2005 6:14;4306;528;Claude;Herzog;claude.herzog@sakilacustomer.org
534;28-05-2005 6:15;992;184;Vivian;Ruiz;vivian.ruiz@sakilacustomer.org
535;28-05-2005 6:16;4209;307;Joseph;Joy;joseph.joy@sakilacustomer.org
536;28-05-2005 6:17;2962;514;Franklin;Troutman;franklin.troutman@sakilacustomer.org
537;28-05-2005 6:20;3095;315;Kenneth;Gooden;kenneth.gooden@sakilacustomer.org
538;28-05-2005 6:21;2262;110;Tiffany;Jordan;tiffany.jordan@sakilacustomer.org
539;28-05-2005 6:26;3427;161;Geraldine;Perkins;geraldine.perkins@sakilacustomer.org
540;28-05-2005 6:40;3321;119;Sherry;Marshall;sherry.marshall@sakilacustomer.org
541;28-05-2005 6:41;1662;535;Javier;Elrod;javier.elrod@sakilacustomer.org
542;28-05-2005 6:42;4444;261;Deanna;Byrd;deanna.byrd@sakilacustomer.org
543;28-05-2005 6:43;530;493;Brent;Harkins;brent.harkins@sakilacustomer.org
544;28-05-2005 7:03;2964;311;Paul;Trout;paul.trout@sakilacustomer.org
545;28-05-2005 7:10;1086;54;Teresa;Rogers;teresa.rogers@sakilacustomer.org
546;28-05-2005 7:16;487;20;Sharon;Robinson;sharon.robinson@sakilacustomer.org
547;28-05-2005 7:24;2065;506;Leslie;Seward;leslie.seward@sakilacustomer.org
548;28-05-2005 7:34;3704;450;Jay;Robb;jay.robb@sakilacustomer.org
549;28-05-2005 7:35;1818;159;Jill;Hawkins;jill.hawkins@sakilacustomer.org
550;28-05-2005 7:39;3632;432;Edwin;Burk;edwin.burk@sakilacustomer.org
551;28-05-2005 7:44;3119;315;Kenneth;Gooden;kenneth.gooden@sakilacustomer.org
552;28-05-2005 7:53;23;106;Connie;Wallace;connie.wallace@sakilacustomer.org
553;28-05-2005 8:14;1349;176;June;Carroll;june.carroll@sakilacustomer.org
554;28-05-2005 8:23;1951;376;Randy;Gaither;randy.gaither@sakilacustomer.org
555;28-05-2005 8:31;4397;55;Doris;Reed;doris.reed@sakilacustomer.org
556;28-05-2005 8:31;1814;22;Laura;Rodriguez;laura.rodriguez@sakilacustomer.org
557;28-05-2005 8:36;158;444;Marcus;Hidalgo;marcus.hidalgo@sakilacustomer.org
558;28-05-2005 8:38;4163;442;Leroy;Bustamante;leroy.bustamante@sakilacustomer.org
559;28-05-2005 8:39;1227;572;Sidney;Burleson;sidney.burleson@sakilacustomer.org
560;28-05-2005 8:53;644;463;Darrell;Power;darrell.power@sakilacustomer.org
561;28-05-2005 8:54;928;77;Jane;Bennett;jane.bennett@sakilacustomer.org
562;28-05-2005 9:01;3390;102;Crystal;Ford;crystal.ford@sakilacustomer.org
563;28-05-2005 9:10;53;324;Gary;Coy;gary.coy@sakilacustomer.org
564;28-05-2005 9:12;2973;282;Jenny;Castro;jenny.castro@sakilacustomer.org
565;28-05-2005 9:26;1494;288;Bobbie;Craig;bobbie.craig@sakilacustomer.org
566;28-05-2005 9:51;4330;253;Terry;Carlson;terry.carlson@sakilacustomer.org
567;28-05-2005 9:56;3308;184;Vivian;Ruiz;vivian.ruiz@sakilacustomer.org
568;28-05-2005 9:57;2232;155;Gail;Knight;gail.knight@sakilacustomer.org
569;28-05-2005 10:12;4534;56;Gloria;Cook;gloria.cook@sakilacustomer.org
570;28-05-2005 10:15;1122;21;Michelle;Clark;michelle.clark@sakilacustomer.org
571;28-05-2005 10:17;4250;516;Elmer;Noe;elmer.noe@sakilacustomer.org
572;28-05-2005 10:30;1899;337;Jerry;Jordon;jerry.jordon@sakilacustomer.org
573;28-05-2005 10:35;4020;1;Mary;Smith;mary.smith@sakilacustomer.org
574;28-05-2005 10:44;3883;76;Irene;Price;irene.price@sakilacustomer.org
575;28-05-2005 10:56;4451;142;April;Burns;april.burns@sakilacustomer.org
576;28-05-2005 10:56;1866;588;Marion;Ocampo;marion.ocampo@sakilacustomer.org
577;28-05-2005 11:09;375;6;Jennifer;Davis;jennifer.davis@sakilacustomer.org
578;28-05-2005 11:15;2938;173;Audrey;Ray;audrey.ray@sakilacustomer.org
579;28-05-2005 11:19;3481;181;Ana;Bradley;ana.bradley@sakilacustomer.org
580;28-05-2005 11:19;3515;17;Donna;Thompson;donna.thompson@sakilacustomer.org
581;28-05-2005 11:20;1380;186;Holly;Fox;holly.fox@sakilacustomer.org
582;28-05-2005 11:33;4579;198;Elsie;Kelley;elsie.kelley@sakilacustomer.org
583;28-05-2005 11:48;2679;386;Todd;Tan;todd.tan@sakilacustomer.org
584;28-05-2005 11:49;1833;69;Judy;Gray;judy.gray@sakilacustomer.org
585;28-05-2005 11:50;3544;490;Sam;Mcduffie;sam.mcduffie@sakilacustomer.org
586;28-05-2005 12:03;898;77;Jane;Bennett;jane.bennett@sakilacustomer.org
587;28-05-2005 12:05;1413;64;Judith;Cox;judith.cox@sakilacustomer.org
588;28-05-2005 12:08;95;89;Julia;Flores;julia.flores@sakilacustomer.org
589;28-05-2005 12:27;4231;308;Thomas;Grigsby;thomas.grigsby@sakilacustomer.org
590;28-05-2005 13:06;473;462;Warren;Sherrod;warren.sherrod@sakilacustomer.org
591;28-05-2005 13:11;377;19;Ruth;Martinez;ruth.martinez@sakilacustomer.org
592;28-05-2005 13:21;638;244;Viola;Hanson;viola.hanson@sakilacustomer.org
593;28-05-2005 13:33;1810;16;Sandra;Martin;sandra.martin@sakilacustomer.org
594;28-05-2005 13:41;2766;538;Ted;Breaux;ted.breaux@sakilacustomer.org
595;28-05-2005 13:59;595;294;Shelly;Watts;shelly.watts@sakilacustomer.org
596;28-05-2005 14:00;821;589;Tracy;Herrmann;tracy.herrmann@sakilacustomer.org
597;28-05-2005 14:01;4469;249;Dora;Medina;dora.medina@sakilacustomer.org
598;28-05-2005 14:04;599;159;Jill;Hawkins;jill.hawkins@sakilacustomer.org
599;28-05-2005 14:05;4136;393;Philip;Causey;philip.causey@sakilacustomer.org
600;28-05-2005 14:08;1567;332;Stephen;Qualls;stephen.qualls@sakilacustomer.org
601;28-05-2005 14:08;3225;429;Frederick;Isbell;frederick.isbell@sakilacustomer.org
602;28-05-2005 14:15;1300;590;Seth;Hannon;seth.hannon@sakilacustomer.org
603;28-05-2005 14:27;3248;537;Clinton;Buford;clinton.buford@sakilacustomer.org
604;28-05-2005 14:37;1585;426;Bradley;Motley;bradley.motley@sakilacustomer.org
605;28-05-2005 14:39;4232;501;Ruben;Geary;ruben.geary@sakilacustomer.org
606;28-05-2005 14:48;3509;299;James;Gannon;james.gannon@sakilacustomer.org
607;28-05-2005 15:02;2561;554;Dwayne;Olvera;dwayne.olvera@sakilacustomer.org
608;28-05-2005 15:03;4254;494;Ramon;Choate;ramon.choate@sakilacustomer.org
609;28-05-2005 15:04;2944;150;Danielle;Daniels;danielle.daniels@sakilacustomer.org
610;28-05-2005 15:15;3642;500;Reginald;Kinder;reginald.kinder@sakilacustomer.org
611;28-05-2005 15:18;1230;580;Ross;Grey;ross.grey@sakilacustomer.org
612;28-05-2005 15:24;2180;161;Geraldine;Perkins;geraldine.perkins@sakilacustomer.org
613;28-05-2005 15:27;270;595;Terrence;Gunderson;terrence.gunderson@sakilacustomer.org
614;28-05-2005 15:33;280;307;Joseph;Joy;joseph.joy@sakilacustomer.org
615;28-05-2005 15:35;3397;533;Jessie;Milam;jessie.milam@sakilacustomer.org
616;28-05-2005 15:45;989;471;Dean;Sauer;dean.sauer@sakilacustomer.org
617;28-05-2005 15:49;4142;372;Steve;Mackenzie;steve.mackenzie@sakilacustomer.org
618;28-05-2005 15:50;4445;248;Caroline;Bowman;caroline.bowman@sakilacustomer.org
619;28-05-2005 15:52;2482;407;Dale;Ratcliff;dale.ratcliff@sakilacustomer.org
620;28-05-2005 15:54;2444;321;Kevin;Schuler;kevin.schuler@sakilacustomer.org
621;28-05-2005 15:58;1144;239;Minnie;Romero;minnie.romero@sakilacustomer.org
622;28-05-2005 15:58;2363;109;Edna;West;edna.west@sakilacustomer.org
623;28-05-2005 16:01;1222;495;Charlie;Bess;charlie.bess@sakilacustomer.org
624;28-05-2005 16:13;3660;569;Dave;Gardiner;dave.gardiner@sakilacustomer.org
625;28-05-2005 16:35;2889;596;Enrique;Forsythe;enrique.forsythe@sakilacustomer.org
626;28-05-2005 16:58;452;584;Salvador;Teel;salvador.teel@sakilacustomer.org
627;28-05-2005 17:04;425;241;Heidi;Larson;heidi.larson@sakilacustomer.org
