rental_id;rental_date;inventory_id;customer_id;return_date;staff_id;last_update;customer_id-2;store_id;first_name;last_name;email;address_id;activebool;create_date;last_update-2;active
281;26-05-2005 18:49;1208;582;27-05-2005 18:11;2;16-02-2006 2:30;582;2;Andy;Vanhorn;andy.vanhorn@sakilacustomer.org;588;True;14-02-2006;2013-05-26 14:49:45.738;1
282;26-05-2005 18:56;4486;282;01-06-2005 16:32;2;16-02-2006 2:30;282;2;Jenny;Castro;jenny.castro@sakilacustomer.org;287;True;14-02-2006;2013-05-26 14:49:45.738;1
283;26-05-2005 19:05;3530;242;31-05-2005 19:19;1;16-02-2006 2:30;242;1;Glenda;Frazier;glenda.frazier@sakilacustomer.org;246;True;14-02-2006;2013-05-26 14:49:45.738;1
284;26-05-2005 19:21;350;359;04-06-2005 14:18;2;16-02-2006 2:30;359;2;Willie;Markham;willie.markham@sakilacustomer.org;364;True;14-02-2006;2013-05-26 14:49:45.738;1
285;26-05-2005 19:41;2486;162;31-05-2005 16:58;2;16-02-2006 2:30;162;2;Lauren;Hudson;lauren.hudson@sakilacustomer.org;166;True;14-02-2006;2013-05-26 14:49:45.738;1
286;26-05-2005 19:44;314;371;04-06-2005 18:00;2;16-02-2006 2:30;371;1;Billy;Poulin;billy.poulin@sakilacustomer.org;376;True;14-02-2006;2013-05-26 14:49:45.738;1
287;26-05-2005 19:44;3631;17;02-06-2005 1:10;1;16-02-2006 2:30;17;1;Donna;Thompson;donna.thompson@sakilacustomer.org;21;True;14-02-2006;2013-05-26 14:49:45.738;1
288;26-05-2005 19:47;3546;82;03-06-2005 20:53;2;16-02-2006 2:30;82;1;Kathryn;Coleman;kathryn.coleman@sakilacustomer.org;86;True;14-02-2006;2013-05-26 14:49:45.738;1
289;26-05-2005 20:01;2449;81;28-05-2005 15:09;1;16-02-2006 2:30;81;1;Andrea;Henderson;andrea.henderson@sakilacustomer.org;85;True;14-02-2006;2013-05-26 14:49:45.738;1
290;26-05-2005 20:08;2776;429;30-05-2005 0:32;1;16-02-2006 2:30;429;2;Frederick;Isbell;frederick.isbell@sakilacustomer.org;434;True;14-02-2006;2013-05-26 14:49:45.738;1
291;26-05-2005 20:20;485;577;03-06-2005 2:06;2;16-02-2006 2:30;577;2;Clifton;Malcolm;clifton.malcolm@sakilacustomer.org;583;True;14-02-2006;2013-05-26 14:49:45.738;1
292;26-05-2005 20:22;4264;515;05-06-2005 0:58;1;16-02-2006 2:30;515;1;Andre;Rapp;andre.rapp@sakilacustomer.org;521;True;14-02-2006;2013-05-26 14:49:45.738;1
293;26-05-2005 20:27;1828;158;03-06-2005 16:45;2;16-02-2006 2:30;158;1;Veronica;Stone;veronica.stone@sakilacustomer.org;162;True;14-02-2006;2013-05-26 14:49:45.738;1
294;26-05-2005 20:29;2751;369;28-05-2005 17:20;1;16-02-2006 2:30;369;2;Fred;Wheat;fred.wheat@sakilacustomer.org;374;True;14-02-2006;2013-05-26 14:49:45.738;1
295;26-05-2005 20:33;4030;65;27-05-2005 18:23;2;16-02-2006 2:30;65;2;Rose;Howard;rose.howard@sakilacustomer.org;69;True;14-02-2006;2013-05-26 14:49:45.738;1
296;26-05-2005 20:35;3878;468;04-06-2005 2:31;2;16-02-2006 2:30;468;1;Tim;Cary;tim.cary@sakilacustomer.org;473;True;14-02-2006;2013-05-26 14:49:45.738;1
297;26-05-2005 20:48;1594;48;27-05-2005 19:52;2;16-02-2006 2:30;48;1;Ann;Evans;ann.evans@sakilacustomer.org;52;True;14-02-2006;2013-05-26 14:49:45.738;1
298;26-05-2005 20:52;1083;460;29-05-2005 22:08;2;16-02-2006 2:30;460;1;Leon;Bostic;leon.bostic@sakilacustomer.org;465;True;14-02-2006;2013-05-26 14:49:45.738;1
299;26-05-2005 20:55;4376;448;28-05-2005 0:25;2;16-02-2006 2:30;448;1;Miguel;Betancourt;miguel.betancourt@sakilacustomer.org;453;True;14-02-2006;2013-05-26 14:49:45.738;1
300;26-05-2005 20:57;249;47;05-06-2005 1:34;2;16-02-2006 2:30;47;1;Frances;Parker;frances.parker@sakilacustomer.org;51;True;14-02-2006;2013-05-26 14:49:45.738;1
301;26-05-2005 21:06;3448;274;01-06-2005 1:54;2;16-02-2006 2:30;274;1;Naomi;Jennings;naomi.jennings@sakilacustomer.org;279;True;14-02-2006;2013-05-26 14:49:45.738;1
302;26-05-2005 21:13;2921;387;03-06-2005 15:49;2;16-02-2006 2:30;387;2;Jesse;Schilling;jesse.schilling@sakilacustomer.org;392;True;14-02-2006;2013-05-26 14:49:45.738;1
303;26-05-2005 21:16;1111;596;27-05-2005 23:41;2;16-02-2006 2:30;596;1;Enrique;Forsythe;enrique.forsythe@sakilacustomer.org;602;True;14-02-2006;2013-05-26 14:49:45.738;1
304;26-05-2005 21:21;1701;534;02-06-2005 0:05;1;16-02-2006 2:30;534;1;Christian;Jung;christian.jung@sakilacustomer.org;540;True;14-02-2006;2013-05-26 14:49:45.738;0
305;26-05-2005 21:22;2665;464;02-06-2005 22:33;2;16-02-2006 2:30;464;1;Jerome;Kenyon;jerome.kenyon@sakilacustomer.org;469;True;14-02-2006;2013-05-26 14:49:45.738;1
306;26-05-2005 21:31;2781;547;28-05-2005 19:37;1;16-02-2006 2:30;547;1;Kurt;Emmons;kurt.emmons@sakilacustomer.org;553;True;14-02-2006;2013-05-26 14:49:45.738;1
307;26-05-2005 21:48;1097;375;04-06-2005 22:24;1;16-02-2006 2:30;375;2;Aaron;Selby;aaron.selby@sakilacustomer.org;380;True;14-02-2006;2013-05-26 14:49:45.738;1
308;26-05-2005 22:01;187;277;04-06-2005 20:24;2;16-02-2006 2:30;277;2;Olga;Jimenez;olga.jimenez@sakilacustomer.org;282;True;14-02-2006;2013-05-26 14:49:45.738;1
309;26-05-2005 22:38;1946;251;02-06-2005 3:10;2;16-02-2006 2:30;251;2;Vickie;Brewer;vickie.brewer@sakilacustomer.org;255;True;14-02-2006;2013-05-26 14:49:45.738;1
310;26-05-2005 22:41;593;409;02-06-2005 4:09;1;16-02-2006 2:30;409;2;Rodney;Moeller;rodney.moeller@sakilacustomer.org;414;True;14-02-2006;2013-05-26 14:49:45.738;1
311;26-05-2005 22:51;2830;201;01-06-2005 0:02;1;16-02-2006 2:30;201;1;Vicki;Fields;vicki.fields@sakilacustomer.org;205;True;14-02-2006;2013-05-26 14:49:45.738;1
312;26-05-2005 22:52;2008;143;02-06-2005 18:14;2;16-02-2006 2:30;143;1;Leslie;Gordon;leslie.gordon@sakilacustomer.org;147;True;14-02-2006;2013-05-26 14:49:45.738;1
313;26-05-2005 22:56;4156;594;29-05-2005 1:29;2;16-02-2006 2:30;594;1;Eduardo;Hiatt;eduardo.hiatt@sakilacustomer.org;600;True;14-02-2006;2013-05-26 14:49:45.738;1
314;26-05-2005 23:09;2851;203;28-05-2005 22:49;2;16-02-2006 2:30;203;1;Tara;Ryan;tara.ryan@sakilacustomer.org;207;True;14-02-2006;2013-05-26 14:49:45.738;1
315;26-05-2005 23:12;2847;238;29-05-2005 23:33;1;16-02-2006 2:30;238;1;Nellie;Garrett;nellie.garrett@sakilacustomer.org;242;True;14-02-2006;2013-05-26 14:49:45.738;1
316;26-05-2005 23:22;3828;249;29-05-2005 23:25;2;16-02-2006 2:30;249;2;Dora;Medina;dora.medina@sakilacustomer.org;253;True;14-02-2006;2013-05-26 14:49:45.738;1
317;26-05-2005 23:23;26;391;01-06-2005 19:56;2;16-02-2006 2:30;391;1;Clarence;Gamez;clarence.gamez@sakilacustomer.org;396;True;14-02-2006;2013-05-26 14:49:45.738;1
318;26-05-2005 23:37;2559;60;03-06-2005 4:31;2;16-02-2006 2:30;60;1;Mildred;Bailey;mildred.bailey@sakilacustomer.org;64;True;14-02-2006;2013-05-26 14:49:45.738;1
319;26-05-2005 23:52;3024;77;30-05-2005 18:55;1;16-02-2006 2:30;77;2;Jane;Bennett;jane.bennett@sakilacustomer.org;81;True;14-02-2006;2013-05-26 14:49:45.738;1
320;27-05-2005 0:09;1090;2;28-05-2005 4:30;2;16-02-2006 2:30;2;1;Patricia;Johnson;patricia.johnson@sakilacustomer.org;6;True;14-02-2006;2013-05-26 14:49:45.738;1
322;27-05-2005 0:47;4556;496;02-06-2005 0:32;1;16-02-2006 2:30;496;2;Tyler;Wren;tyler.wren@sakilacustomer.org;501;True;14-02-2006;2013-05-26 14:49:45.738;1
323;27-05-2005 0:49;2362;144;30-05-2005 3:12;1;16-02-2006 2:30;144;1;Clara;Shaw;clara.shaw@sakilacustomer.org;148;True;14-02-2006;2013-05-26 14:49:45.738;1
324;27-05-2005 1:00;3364;292;30-05-2005 4:27;1;16-02-2006 2:30;292;2;Misty;Lambert;misty.lambert@sakilacustomer.org;297;True;14-02-2006;2013-05-26 14:49:45.738;1
325;27-05-2005 1:09;2510;449;31-05-2005 7:01;2;16-02-2006 2:30;449;2;Oscar;Aquino;oscar.aquino@sakilacustomer.org;454;True;14-02-2006;2013-05-26 14:49:45.738;1
326;27-05-2005 1:10;3979;432;04-06-2005 20:25;2;16-02-2006 2:30;432;1;Edwin;Burk;edwin.burk@sakilacustomer.org;437;True;14-02-2006;2013-05-26 14:49:45.738;1
327;27-05-2005 1:18;2678;105;04-06-2005 4:06;1;16-02-2006 2:30;105;1;Dawn;Sullivan;dawn.sullivan@sakilacustomer.org;109;True;14-02-2006;2013-05-26 14:49:45.738;1
328;27-05-2005 1:29;2524;451;01-06-2005 2:27;1;16-02-2006 2:30;451;1;Jim;Rea;jim.rea@sakilacustomer.org;456;True;14-02-2006;2013-05-26 14:49:45.738;1
329;27-05-2005 1:57;2659;231;31-05-2005 4:19;2;16-02-2006 2:30;231;1;Georgia;Jacobs;georgia.jacobs@sakilacustomer.org;235;True;14-02-2006;2013-05-26 14:49:45.738;1
330;27-05-2005 2:15;1536;248;04-06-2005 5:09;2;16-02-2006 2:30;248;1;Caroline;Bowman;caroline.bowman@sakilacustomer.org;252;True;14-02-2006;2013-05-26 14:49:45.738;1
331;27-05-2005 2:22;1872;67;05-06-2005 0:25;1;16-02-2006 2:30;67;1;Kelly;Torres;kelly.torres@sakilacustomer.org;71;True;14-02-2006;2013-05-26 14:49:45.738;1
332;27-05-2005 2:27;1529;299;03-06-2005 1:26;2;16-02-2006 2:30;299;2;James;Gannon;james.gannon@sakilacustomer.org;304;True;14-02-2006;2013-05-26 14:49:45.738;1
333;27-05-2005 2:52;4001;412;01-06-2005 0:55;2;16-02-2006 2:30;412;2;Allen;Butterfield;allen.butterfield@sakilacustomer.org;417;True;14-02-2006;2013-05-26 14:49:45.738;1
334;27-05-2005 3:03;3973;194;29-05-2005 3:54;1;16-02-2006 2:30;194;2;Kristen;Chavez;kristen.chavez@sakilacustomer.org;198;True;14-02-2006;2013-05-26 14:49:45.738;1
335;27-05-2005 3:07;1411;16;05-06-2005 0:15;2;16-02-2006 2:30;16;2;Sandra;Martin;sandra.martin@sakilacustomer.org;20;True;14-02-2006;2013-05-26 14:49:45.738;0
336;27-05-2005 3:15;1811;275;29-05-2005 22:43;1;16-02-2006 2:30;275;2;Carole;Barnett;carole.barnett@sakilacustomer.org;280;True;14-02-2006;2013-05-26 14:49:45.738;1
337;27-05-2005 3:22;751;19;02-06-2005 3:27;1;16-02-2006 2:30;19;1;Ruth;Martinez;ruth.martinez@sakilacustomer.org;23;True;14-02-2006;2013-05-26 14:49:45.738;1
338;27-05-2005 3:42;2596;165;01-06-2005 5:23;2;16-02-2006 2:30;165;2;Lorraine;Stephens;lorraine.stephens@sakilacustomer.org;169;True;14-02-2006;2013-05-26 14:49:45.738;1
339;27-05-2005 3:47;2410;516;04-06-2005 5:46;2;16-02-2006 2:30;516;2;Elmer;Noe;elmer.noe@sakilacustomer.org;522;True;14-02-2006;2013-05-26 14:49:45.738;1
340;27-05-2005 3:55;946;209;04-06-2005 7:57;2;16-02-2006 2:30;209;2;Tonya;Chapman;tonya.chapman@sakilacustomer.org;213;True;14-02-2006;2013-05-26 14:49:45.738;1
341;27-05-2005 4:01;4168;56;05-06-2005 8:51;1;16-02-2006 2:30;56;1;Gloria;Cook;gloria.cook@sakilacustomer.org;60;True;14-02-2006;2013-05-26 14:49:45.738;1
342;27-05-2005 4:11;4019;539;29-05-2005 1:28;2;16-02-2006 2:30;539;1;Mathew;Bolin;mathew.bolin@sakilacustomer.org;545;True;14-02-2006;2013-05-26 14:49:45.738;1
343;27-05-2005 4:13;3301;455;28-05-2005 8:34;1;16-02-2006 2:30;455;2;Jon;Wiles;jon.wiles@sakilacustomer.org;460;True;14-02-2006;2013-05-26 14:49:45.738;1
344;27-05-2005 4:30;2327;236;29-05-2005 10:13;2;16-02-2006 2:30;236;1;Marcia;Dean;marcia.dean@sakilacustomer.org;240;True;14-02-2006;2013-05-26 14:49:45.738;1
345;27-05-2005 4:32;1396;144;31-05-2005 9:50;1;16-02-2006 2:30;144;1;Clara;Shaw;clara.shaw@sakilacustomer.org;148;True;14-02-2006;2013-05-26 14:49:45.738;1
346;27-05-2005 4:34;4319;14;05-06-2005 4:24;2;16-02-2006 2:30;14;2;Betty;White;betty.white@sakilacustomer.org;18;True;14-02-2006;2013-05-26 14:49:45.738;1
347;27-05-2005 4:40;1625;378;28-05-2005 9:56;2;16-02-2006 2:30;378;1;Eugene;Culpepper;eugene.culpepper@sakilacustomer.org;383;True;14-02-2006;2013-05-26 14:49:45.738;1
348;27-05-2005 4:50;1825;473;01-06-2005 4:43;1;16-02-2006 2:30;473;2;Jorge;Olivares;jorge.olivares@sakilacustomer.org;478;True;14-02-2006;2013-05-26 14:49:45.738;1
349;27-05-2005 4:53;2920;36;28-05-2005 6:33;2;16-02-2006 2:30;36;2;Kathleen;Adams;kathleen.adams@sakilacustomer.org;40;True;14-02-2006;2013-05-26 14:49:45.738;1
350;27-05-2005 5:01;2756;9;04-06-2005 5:01;2;16-02-2006 2:30;9;2;Margaret;Moore;margaret.moore@sakilacustomer.org;13;True;14-02-2006;2013-05-26 14:49:45.738;1
351;27-05-2005 5:39;3371;118;01-06-2005 11:10;1;16-02-2006 2:30;118;1;Kim;Cruz;kim.cruz@sakilacustomer.org;122;True;14-02-2006;2013-05-26 14:49:45.738;1
352;27-05-2005 5:48;4369;157;29-05-2005 9:05;1;16-02-2006 2:30;157;2;Darlene;Rose;darlene.rose@sakilacustomer.org;161;True;14-02-2006;2013-05-26 14:49:45.738;1
353;27-05-2005 6:03;3989;503;03-06-2005 4:39;2;16-02-2006 2:30;503;1;Angel;Barclay;angel.barclay@sakilacustomer.org;508;True;14-02-2006;2013-05-26 14:49:45.738;1
354;27-05-2005 6:12;2058;452;01-06-2005 6:48;1;16-02-2006 2:30;452;1;Tom;Milner;tom.milner@sakilacustomer.org;457;True;14-02-2006;2013-05-26 14:49:45.738;1
355;27-05-2005 6:15;141;446;01-06-2005 2:50;2;16-02-2006 2:30;446;2;Theodore;Culp;theodore.culp@sakilacustomer.org;451;True;14-02-2006;2013-05-26 14:49:45.738;0
356;27-05-2005 6:32;2868;382;30-05-2005 6:24;2;16-02-2006 2:30;382;2;Victor;Barkley;victor.barkley@sakilacustomer.org;387;True;14-02-2006;2013-05-26 14:49:45.738;1
357;27-05-2005 6:37;4417;198;30-05-2005 7:04;2;16-02-2006 2:30;198;2;Elsie;Kelley;elsie.kelley@sakilacustomer.org;202;True;14-02-2006;2013-05-26 14:49:45.738;1
358;27-05-2005 6:43;1925;102;29-05-2005 11:28;2;16-02-2006 2:30;102;1;Crystal;Ford;crystal.ford@sakilacustomer.org;106;True;14-02-2006;2013-05-26 14:49:45.738;1
359;27-05-2005 6:48;1156;152;29-05-2005 3:55;1;16-02-2006 2:30;152;1;Alicia;Mills;alicia.mills@sakilacustomer.org;156;True;14-02-2006;2013-05-26 14:49:45.738;1
360;27-05-2005 6:51;3489;594;03-06-2005 1:58;1;16-02-2006 2:30;594;1;Eduardo;Hiatt;eduardo.hiatt@sakilacustomer.org;600;True;14-02-2006;2013-05-26 14:49:45.738;1
361;27-05-2005 7:03;6;587;31-05-2005 8:01;1;16-02-2006 2:30;587;1;Sergio;Stanfield;sergio.stanfield@sakilacustomer.org;593;True;14-02-2006;2013-05-26 14:49:45.738;1
362;27-05-2005 7:10;2324;147;01-06-2005 8:34;1;16-02-2006 2:30;147;2;Joanne;Robertson;joanne.robertson@sakilacustomer.org;151;True;14-02-2006;2013-05-26 14:49:45.738;1
363;27-05-2005 7:14;4282;345;28-05-2005 12:22;2;16-02-2006 2:30;345;1;Carl;Artis;carl.artis@sakilacustomer.org;350;True;14-02-2006;2013-05-26 14:49:45.738;1
364;27-05-2005 7:20;833;430;31-05-2005 10:44;2;16-02-2006 2:30;430;1;Ray;Houle;ray.houle@sakilacustomer.org;435;True;14-02-2006;2013-05-26 14:49:45.738;1
365;27-05-2005 7:31;2887;167;04-06-2005 4:46;1;16-02-2006 2:30;167;2;Sally;Pierce;sally.pierce@sakilacustomer.org;171;True;14-02-2006;2013-05-26 14:49:45.738;1
366;27-05-2005 7:33;360;134;04-06-2005 1:55;2;16-02-2006 2:30;134;1;Emma;Boyd;emma.boyd@sakilacustomer.org;138;True;14-02-2006;2013-05-26 14:49:45.738;1
367;27-05-2005 7:37;3437;439;30-05-2005 5:43;2;16-02-2006 2:30;439;2;Alexander;Fennell;alexander.fennell@sakilacustomer.org;444;True;14-02-2006;2013-05-26 14:49:45.738;1
368;27-05-2005 7:42;1247;361;04-06-2005 11:20;2;16-02-2006 2:30;361;2;Lawrence;Lawton;lawrence.lawton@sakilacustomer.org;366;True;14-02-2006;2013-05-26 14:49:45.738;1
369;27-05-2005 7:46;944;508;01-06-2005 6:20;2;16-02-2006 2:30;508;2;Milton;Howland;milton.howland@sakilacustomer.org;513;True;14-02-2006;2013-05-26 14:49:45.738;1
370;27-05-2005 7:49;3347;22;05-06-2005 6:39;2;16-02-2006 2:30;22;1;Laura;Rodriguez;laura.rodriguez@sakilacustomer.org;26;True;14-02-2006;2013-05-26 14:49:45.738;1
371;27-05-2005 8:08;1235;295;05-06-2005 3:05;2;16-02-2006 2:30;295;1;Daisy;Bates;daisy.bates@sakilacustomer.org;300;True;14-02-2006;2013-05-26 14:49:45.738;1
372;27-05-2005 8:13;4089;510;04-06-2005 3:50;2;16-02-2006 2:30;510;2;Ben;Easter;ben.easter@sakilacustomer.org;515;True;14-02-2006;2013-05-26 14:49:45.738;0
373;27-05-2005 8:16;1649;464;01-06-2005 11:41;1;16-02-2006 2:30;464;1;Jerome;Kenyon;jerome.kenyon@sakilacustomer.org;469;True;14-02-2006;2013-05-26 14:49:45.738;1
374;27-05-2005 8:26;4420;337;05-06-2005 7:13;1;16-02-2006 2:30;337;1;Jerry;Jordon;jerry.jordon@sakilacustomer.org;342;True;14-02-2006;2013-05-26 14:49:45.738;1
375;27-05-2005 8:49;1815;306;04-06-2005 14:11;1;16-02-2006 2:30;306;1;Charles;Kowalski;charles.kowalski@sakilacustomer.org;311;True;14-02-2006;2013-05-26 14:49:45.738;1
376;27-05-2005 8:58;3197;542;02-06-2005 4:48;1;16-02-2006 2:30;542;2;Lonnie;Tirado;lonnie.tirado@sakilacustomer.org;548;True;14-02-2006;2013-05-26 14:49:45.738;1
377;27-05-2005 9:04;3012;170;02-06-2005 3:36;2;16-02-2006 2:30;170;1;Beatrice;Arnold;beatrice.arnold@sakilacustomer.org;174;True;14-02-2006;2013-05-26 14:49:45.738;1
378;27-05-2005 9:23;2242;53;29-05-2005 15:20;1;16-02-2006 2:30;53;1;Heather;Morris;heather.morris@sakilacustomer.org;57;True;14-02-2006;2013-05-26 14:49:45.738;1
379;27-05-2005 9:25;3462;584;02-06-2005 6:19;1;16-02-2006 2:30;584;2;Salvador;Teel;salvador.teel@sakilacustomer.org;590;True;14-02-2006;2013-05-26 14:49:45.738;1
380;27-05-2005 9:34;1777;176;04-06-2005 11:45;1;16-02-2006 2:30;176;1;June;Carroll;june.carroll@sakilacustomer.org;180;True;14-02-2006;2013-05-26 14:49:45.738;1
381;27-05-2005 9:43;2748;371;31-05-2005 12:00;1;16-02-2006 2:30;371;1;Billy;Poulin;billy.poulin@sakilacustomer.org;376;True;14-02-2006;2013-05-26 14:49:45.738;1
382;27-05-2005 10:12;4358;183;31-05-2005 15:03;1;16-02-2006 2:30;183;2;Ida;Andrews;ida.andrews@sakilacustomer.org;187;True;14-02-2006;2013-05-26 14:49:45.738;1
383;27-05-2005 10:12;955;298;03-06-2005 10:37;1;16-02-2006 2:30;298;1;Erika;Pena;erika.pena@sakilacustomer.org;303;True;14-02-2006;2013-05-26 14:49:45.738;1
384;27-05-2005 10:18;910;371;02-06-2005 9:21;2;16-02-2006 2:30;371;1;Billy;Poulin;billy.poulin@sakilacustomer.org;376;True;14-02-2006;2013-05-26 14:49:45.738;1
385;27-05-2005 10:23;1565;213;30-05-2005 15:27;2;16-02-2006 2:30;213;1;Gina;Williamson;gina.williamson@sakilacustomer.org;217;True;14-02-2006;2013-05-26 14:49:45.738;1
386;27-05-2005 10:26;1288;109;30-05-2005 8:32;1;16-02-2006 2:30;109;2;Edna;West;edna.west@sakilacustomer.org;113;True;14-02-2006;2013-05-26 14:49:45.738;1
387;27-05-2005 10:35;2684;506;01-06-2005 13:37;2;16-02-2006 2:30;506;2;Leslie;Seward;leslie.seward@sakilacustomer.org;511;True;14-02-2006;2013-05-26 14:49:45.738;1
388;27-05-2005 10:37;434;28;30-05-2005 5:45;1;16-02-2006 2:30;28;1;Cynthia;Young;cynthia.young@sakilacustomer.org;32;True;14-02-2006;2013-05-26 14:49:45.738;1
389;27-05-2005 10:45;691;500;05-06-2005 6:22;2;16-02-2006 2:30;500;1;Reginald;Kinder;reginald.kinder@sakilacustomer.org;505;True;14-02-2006;2013-05-26 14:49:45.738;1
390;27-05-2005 11:02;3759;48;02-06-2005 16:09;2;16-02-2006 2:30;48;1;Ann;Evans;ann.evans@sakilacustomer.org;52;True;14-02-2006;2013-05-26 14:49:45.738;1
391;27-05-2005 11:03;2193;197;01-06-2005 11:59;2;16-02-2006 2:30;197;2;Sue;Peters;sue.peters@sakilacustomer.org;201;True;14-02-2006;2013-05-26 14:49:45.738;1
392;27-05-2005 11:14;263;359;01-06-2005 14:28;2;16-02-2006 2:30;359;2;Willie;Markham;willie.markham@sakilacustomer.org;364;True;14-02-2006;2013-05-26 14:49:45.738;1
393;27-05-2005 11:18;145;251;28-05-2005 7:10;2;16-02-2006 2:30;251;2;Vickie;Brewer;vickie.brewer@sakilacustomer.org;255;True;14-02-2006;2013-05-26 14:49:45.738;1
394;27-05-2005 11:26;1890;274;03-06-2005 16:44;2;16-02-2006 2:30;274;1;Naomi;Jennings;naomi.jennings@sakilacustomer.org;279;True;14-02-2006;2013-05-26 14:49:45.738;1
395;27-05-2005 11:45;752;575;31-05-2005 13:42;1;16-02-2006 2:30;575;2;Isaac;Oglesby;isaac.oglesby@sakilacustomer.org;581;True;14-02-2006;2013-05-26 14:49:45.738;1
396;27-05-2005 11:47;1020;112;29-05-2005 10:14;1;16-02-2006 2:30;112;2;Rosa;Reynolds;rosa.reynolds@sakilacustomer.org;116;True;14-02-2006;2013-05-26 14:49:45.738;1
397;27-05-2005 12:29;4193;544;28-05-2005 17:36;2;16-02-2006 2:30;544;2;Cody;Nolen;cody.nolen@sakilacustomer.org;550;True;14-02-2006;2013-05-26 14:49:45.738;1
398;27-05-2005 12:44;1686;422;02-06-2005 8:19;1;16-02-2006 2:30;422;1;Melvin;Ellington;melvin.ellington@sakilacustomer.org;427;True;14-02-2006;2013-05-26 14:49:45.738;1
399;27-05-2005 12:48;553;204;29-05-2005 15:27;1;16-02-2006 2:30;204;1;Rosemary;Schmidt;rosemary.schmidt@sakilacustomer.org;208;True;14-02-2006;2013-05-26 14:49:45.738;1
400;27-05-2005 12:51;258;249;31-05-2005 8:34;2;16-02-2006 2:30;249;2;Dora;Medina;dora.medina@sakilacustomer.org;253;True;14-02-2006;2013-05-26 14:49:45.738;1
401;27-05-2005 12:57;2179;46;29-05-2005 17:55;2;16-02-2006 2:30;46;2;Catherine;Campbell;catherine.campbell@sakilacustomer.org;50;True;14-02-2006;2013-05-26 14:49:45.738;1
402;27-05-2005 13:17;461;354;30-05-2005 8:53;2;16-02-2006 2:30;354;2;Justin;Ngo;justin.ngo@sakilacustomer.org;359;True;14-02-2006;2013-05-26 14:49:45.738;1
403;27-05-2005 13:28;3983;424;29-05-2005 11:47;2;16-02-2006 2:30;424;2;Kyle;Spurlock;kyle.spurlock@sakilacustomer.org;429;True;14-02-2006;2013-05-26 14:49:45.738;1
404;27-05-2005 13:31;1293;168;30-05-2005 16:58;1;16-02-2006 2:30;168;1;Regina;Berry;regina.berry@sakilacustomer.org;172;True;14-02-2006;2013-05-26 14:49:45.738;1
405;27-05-2005 13:32;4090;272;05-06-2005 18:53;2;16-02-2006 2:30;272;1;Kay;Caldwell;kay.caldwell@sakilacustomer.org;277;True;14-02-2006;2013-05-26 14:49:45.738;1
406;27-05-2005 13:46;2136;381;30-05-2005 12:43;1;16-02-2006 2:30;381;2;Bobby;Boudreau;bobby.boudreau@sakilacustomer.org;386;True;14-02-2006;2013-05-26 14:49:45.738;1
407;27-05-2005 13:57;1077;44;31-05-2005 18:23;1;16-02-2006 2:30;44;1;Marie;Turner;marie.turner@sakilacustomer.org;48;True;14-02-2006;2013-05-26 14:49:45.738;1
408;27-05-2005 13:57;1438;84;28-05-2005 11:57;1;16-02-2006 2:30;84;2;Sara;Perry;sara.perry@sakilacustomer.org;88;True;14-02-2006;2013-05-26 14:49:45.738;1
409;27-05-2005 14:10;3652;220;02-06-2005 10:40;2;16-02-2006 2:30;220;2;Charlene;Alvarez;charlene.alvarez@sakilacustomer.org;224;True;14-02-2006;2013-05-26 14:49:45.738;1
410;27-05-2005 14:11;4010;506;02-06-2005 20:06;2;16-02-2006 2:30;506;2;Leslie;Seward;leslie.seward@sakilacustomer.org;511;True;14-02-2006;2013-05-26 14:49:45.738;1
411;27-05-2005 14:14;1434;388;03-06-2005 17:39;1;16-02-2006 2:30;388;2;Craig;Morrell;craig.morrell@sakilacustomer.org;393;True;14-02-2006;2013-05-26 14:49:45.738;1
412;27-05-2005 14:17;1400;375;29-05-2005 15:07;2;16-02-2006 2:30;375;2;Aaron;Selby;aaron.selby@sakilacustomer.org;380;True;14-02-2006;2013-05-26 14:49:45.738;1
413;27-05-2005 14:45;3516;307;03-06-2005 11:11;1;16-02-2006 2:30;307;2;Joseph;Joy;joseph.joy@sakilacustomer.org;312;True;14-02-2006;2013-05-26 14:49:45.738;1
414;27-05-2005 14:48;1019;219;31-05-2005 14:39;2;16-02-2006 2:30;219;2;Willie;Howell;willie.howell@sakilacustomer.org;223;True;14-02-2006;2013-05-26 14:49:45.738;1
415;27-05-2005 14:51;3698;304;28-05-2005 19:07;2;16-02-2006 2:30;304;2;David;Royal;david.royal@sakilacustomer.org;309;True;14-02-2006;2013-05-26 14:49:45.738;1
416;27-05-2005 15:02;2371;222;29-05-2005 10:34;2;16-02-2006 2:30;222;2;Delores;Hansen;delores.hansen@sakilacustomer.org;226;True;14-02-2006;2013-05-26 14:49:45.738;1
417;27-05-2005 15:07;2253;475;29-05-2005 20:01;2;16-02-2006 2:30;475;2;Pedro;Chestnut;pedro.chestnut@sakilacustomer.org;480;True;14-02-2006;2013-05-26 14:49:45.738;1
418;27-05-2005 15:13;3063;151;04-06-2005 12:05;2;16-02-2006 2:30;151;2;Megan;Palmer;megan.palmer@sakilacustomer.org;155;True;14-02-2006;2013-05-26 14:49:45.738;1
419;27-05-2005 15:15;2514;77;02-06-2005 11:53;1;16-02-2006 2:30;77;2;Jane;Bennett;jane.bennett@sakilacustomer.org;81;True;14-02-2006;2013-05-26 14:49:45.738;1
